a,b,n,rad_a,rad_b,rad_n,rad_product
3971,34445,38416,209,415,14,1214290
4041,34375,38416,1347,55,14,1037190
5041,33375,38416,71,1335,14,1326990
5125,33291,38416,205,411,14,1179570
5611,32805,38416,5611,15,14,1178310
5625,32791,38416,15,2981,14,626010
6375,32041,38416,255,179,14,639030
6561,31855,38416,3,31855,14,1337910
7803,30613,38416,51,253,14,180642
8625,29791,38416,345,31,14,149730
9175,29241,38416,1835,57,14,1464330
9855,28561,38416,1095,13,14,199290
11191,27225,38416,589,165,14,1360590
13225,25191,38416,115,933,14,1502130
13851,24565,38416,57,85,14,67830
14027,24389,38416,1079,29,14,438074
14641,23775,38416,11,4755,14,732270
15625,22791,38416,5,22791,14,1595370
18733,19683,38416,18733,3,14,786786
9,38416,38425,3,14,7685,322770
2500,35937,38437,10,33,2261,746130
5632,32805,38437,22,15,2261,746130
1024,37575,38599,2,2505,319,1598190
1296,37303,38599,6,511,319,978054
4374,34225,38599,6,185,319,354090
5831,32768,38599,119,2,319,75922
10816,27783,38599,26,21,319,174174
16000,22599,38599,10,93,319,296670
1,38599,38600,1,319,1930,615670
729,37888,38617,3,74,1679,372738
3625,34992,38617,145,6,1679,1460730
18944,19683,38627,74,3,2033,451326
512,38125,38637,2,305,159,96990
1369,37268,38637,37,154,159,905982
6125,32512,38637,35,254,159,1413510
7424,31213,38637,58,91,159,839202
16384,22253,38637,2,1309,159,416262
16767,21875,38642,69,35,278,671370
8281,30375,38656,91,15,302,412230
64,38599,38663,2,319,943,601634
512,38151,38663,2,471,943,888306
4913,33750,38663,17,30,943,480930
1,38663,38664,1,943,1074,1012782
49,38637,38686,7,159,1334,1484742
10125,28561,38686,15,13,1334,260130
64,38637,38701,2,159,2977,946686
9,38750,38759,3,310,791,735630
9477,29282,38759,39,22,791,678678
16384,22375,38759,2,895,791,1415890
1,38799,38800,1,1437,970,1393890
1,38808,38809,1,462,197,91014
9,38800,38809,3,970,197,573270
25,38784,38809,5,606,197,596910
729,38080,38809,3,1190,197,703290
784,38025,38809,14,195,197,537810
1225,37584,38809,35,174,197,1199730
2025,36784,38809,15,418,197,1235190
2809,36000,38809,53,30,197,313230
3088,35721,38809,386,21,197,1596882
3481,35328,38809,59,138,197,1603974
3840,34969,38809,30,187,197,1105170
3993,34816,38809,33,34,197,221034
5184,33625,38809,6,1345,197,1589790
6048,32761,38809,42,181,197,1497594
15625,23184,38809,5,966,197,951510
16281,22528,38809,201,22,197,871134
8192,30625,38817,2,35,12939,905730
16384,22445,38829,2,335,903,605010
32,38809,38841,2,197,3531,1391214
6075,32768,38843,15,2,38843,1165290
16384,22491,38875,2,357,1555,1110270
1,38879,38880,1,38879,30,1166370
121,38759,38880,11,791,30,261030
4489,34391,38880,67,119,30,239190
1,38911,38912,1,38911,38,1478618
2187,36725,38912,3,7345,38,837330
9477,29435,38912,39,1015,38,1504230
17303,21609,38912,143,21,38,114114
17787,21125,38912,231,65,38,570570
49,38912,38961,7,38,1443,383838
19321,19683,39004,139,3,2786,1161762
256,38759,39015,2,791,255,403410
16807,22208,39015,7,694,255,1238790
15625,23552,39177,5,46,4353,1001190
9409,29791,39200,97,31,70,210490
4913,34295,39208,17,95,754,1217710
6517,32768,39285,133,2,1455,387030
1,39303,39304,1,13101,34,445434
343,38961,39304,7,1443,34,343434
729,38575,39304,3,7715,34,786930
3125,36179,39304,5,3289,34,559130
3645,35659,39304,15,2743,34,1398930
5041,34263,39304,71,141,34,340374
9375,29929,39304,15,173,34,88230
15625,23679,39304,5,2631,34,447270
18179,21125,39304,371,65,34,819910
14749,24576,39325,301,6,715,1291290
1,39325,39326,1,715,742,530530
6561,32768,39329,3,2,39329,235974
1,39365,39366,1,39365,6,236190
25,39341,39366,5,39341,6,1180230
125,39241,39366,5,39241,6,1177230
625,38741,39366,5,38741,6,1162230
841,38525,39366,29,7705,6,1340670
2401,36965,39366,7,36965,6,1552530
3125,36241,39366,5,36241,6,1087230
4975,34391,39366,995,119,6,710430
6241,33125,39366,79,265,6,125610
7325,32041,39366,1465,179,6,1573410
9575,29791,39366,1915,31,6,356190
10805,28561,39366,10805,13,6,842790
14161,25205,39366,119,355,6,253470
14641,24725,39366,11,4945,6,326370
14801,24565,39366,779,85,6,397290
15341,24025,39366,667,155,6,620310
15379,23987,39366,91,1411,6,770406
15625,23741,39366,5,23741,6,712230
16807,22559,39366,7,22559,6,947478
6607,32768,39375,6607,2,105,1387470
1,39375,39376,1,105,4922,516810
961,38416,39377,31,14,3029,1314586
25,39366,39391,5,6,39391,1181730
2401,36992,39393,7,34,4377,1041726
625,38799,39424,5,1437,154,1106490
1,39424,39425,1,154,7885,1214290
125,39366,39491,5,6,39491,1184730
512,39015,39527,2,255,1363,695130
4375,35152,39527,35,26,1363,1240330
1,39527,39528,1,1363,366,498858
3125,36421,39546,5,3311,78,1291290
9801,29791,39592,33,31,1414,1446522
3872,35721,39593,22,21,2329,1075998
1,39600,39601,1,330,199,65670
8,39593,39601,2,2329,199,926942
9,39592,39601,3,1414,199,844158
49,39552,39601,7,618,199,860874
81,39520,39601,3,2470,199,1474590
625,38976,39601,5,1218,199,1211910
2048,37553,39601,2,799,199,318002
2401,37200,39601,7,930,199,1295490
3249,36352,39601,57,142,199,1610706
4096,35505,39601,2,3945,199,1570110
5041,34560,39601,71,30,199,423870
5376,34225,39601,42,185,199,1546230
8625,30976,39601,345,22,199,1510410
13357,26244,39601,703,6,199,839382
14641,24960,39601,11,390,199,853710
15625,23976,39601,5,222,199,220890
18225,21376,39601,15,334,199,996990
18865,20736,39601,385,6,199,459690
4,39601,39605,2,199,445,177110
968,38637,39605,22,159,445,1556610
14641,24964,39605,11,158,445,773410
4,39605,39609,2,445,489,435210
8,39601,39609,2,199,489,194622
800,38809,39609,10,197,489,963330
16,39609,39625,2,489,1585,1550130
6859,32768,39627,19,2,13209,501942
729,38912,39641,3,38,5663,645582
14641,25000,39641,11,10,5663,622930
6859,32805,39664,19,15,4958,1413030
19683,20000,39683,3,10,39683,1190490
3200,36501,39701,10,69,1073,740370
15125,24576,39701,55,6,1073,354090
343,39401,39744,7,1271,138,1227786
19683,20125,39808,3,805,622,1502130
11264,28561,39825,22,13,885,253110
1,39935,39936,1,5705,78,444990
343,39593,39936,7,2329,78,1271634
625,39366,39991,5,6,39991,1199730
1,39999,40000,1,39999,10,399990
9,39991,40000,3,39991,10,1199730
27,39973,40000,3,39973,10,1199190
49,39951,40000,7,13317,10,932190
81,39919,40000,3,39919,10,1197570
121,39879,40000,11,4431,10,487410
243,39757,40000,3,39757,10,1192710
729,39271,40000,3,39271,10,1178130
961,39039,40000,31,3003,10,930930
1849,38151,40000,43,471,10,202530
2187,37813,40000,3,37813,10,1134390
3483,36517,40000,129,689,10,888810
4063,35937,40000,4063,33,10,1340790
4279,35721,40000,4279,21,10,898590
6241,33759,40000,79,1023,10,808170
6561,33439,40000,3,33439,10,1003170
11439,28561,40000,3813,13,10,495690
14079,25921,40000,741,161,10,1193010
14161,25839,40000,119,957,10,1138830
16807,23193,40000,7,2577,10,180390
17199,22801,40000,273,151,10,412230
19551,20449,40000,399,143,10,570570
19683,20317,40000,3,20317,10,609510
15625,24389,40014,5,29,1482,214890
27,40000,40027,3,10,40027,1200810
729,39304,40033,3,34,5719,583338
4096,35937,40033,2,33,5719,377454
81,40000,40081,3,10,40081,1202430
1,40095,40096,1,165,2506,413490
256,39875,40131,2,1595,273,870870
8192,31939,40131,2,779,273,425334
625,39546,40171,5,78,2363,921570
6561,33614,40175,3,14,8035,337470
1,40175,40176,1,8035,186,1494510
15625,24576,40201,5,6,40201,1206030
11664,28561,40225,6,13,8045,627510
243,40000,40243,3,10,40243,1207290
3125,37179,40304,5,51,5038,1284690
961,39366,40327,31,6,5761,1071546
1,40327,40328,1,5761,142,818062
7203,33125,40328,21,265,142,790230
11767,28561,40328,287,13,142,529802
18225,22103,40328,15,713,142,1518690
7623,32768,40391,231,2,3107,1435434
1,40400,40401,1,1010,201,203010
25,40376,40401,5,1442,201,1449210
800,39601,40401,10,199,201,399990
1024,39377,40401,2,3029,201,1217658
1681,38720,40401,41,110,201,906510
2401,38000,40401,7,190,201,267330
11840,28561,40401,370,13,201,966810
14801,25600,40401,779,10,201,1565790
18769,21632,40401,137,26,201,715962
11045,29403,40448,235,33,158,1225290
6859,33614,40473,19,14,4497,1196202
3125,37349,40474,5,221,826,912730
1,40499,40500,1,40499,30,1214970
2209,38291,40500,47,649,30,915090
10201,30375,40576,101,15,634,960510
19456,21125,40581,38,65,501,1237470
1,40624,40625,1,5078,65,330070
4,40621,40625,2,5803,65,754390
49,40576,40625,7,634,65,288470
81,40544,40625,3,2534,65,494130
1024,39601,40625,2,199,65,25870
2209,38416,40625,47,14,65,42770
3087,37538,40625,21,274,65,374010
3249,37376,40625,57,146,65,540930
3761,36864,40625,3761,6,65,1466790
4688,35937,40625,586,33,65,1256970
4913,35712,40625,17,186,65,205530
5041,35584,40625,71,278,65,1282970
5324,35301,40625,22,861,65,1231230
6144,34481,40625,6,1189,65,463710
6561,34064,40625,3,4258,65,830310
7857,32768,40625,291,2,65,37830
14641,25984,40625,11,406,65,290290
15488,25137,40625,22,399,65,570570
17297,23328,40625,2471,6,65,963690
1,40625,40626,1,65,13542,880230
64,40625,40689,2,65,4521,587730
7921,32768,40689,89,2,4521,804738
729,40000,40729,3,10,3133,93990
108,40625,40733,6,65,1771,690690
4608,36125,40733,6,85,1771,903210
25,40743,40768,5,1509,182,1373190
15625,25143,40768,5,1479,182,1345890
5625,35152,40777,15,26,3707,1445730
2187,38617,40804,3,1679,202,1017474
3625,37179,40804,145,51,202,1493790
1,40816,40817,1,5102,119,607138
81,40736,40817,3,2546,119,908922
128,40689,40817,2,4521,119,1075998
625,40192,40817,5,314,119,186830
3125,37692,40817,5,2094,119,1245930
5825,34992,40817,1165,6,119,831810
6561,34256,40817,3,4282,119,1528674
8192,32625,40817,2,435,119,103530
10609,30208,40817,103,118,119,1446326
12256,28561,40817,766,13,119,1185002
14641,26176,40817,11,818,119,1070762
16428,24389,40817,222,29,119,766122
18225,22592,40817,15,706,119,1260210
18432,22385,40817,6,2035,119,1452990
20000,20817,40817,10,771,119,917490
2197,38627,40824,13,2033,42,1110018
11449,29375,40824,107,235,42,1056090
1,40824,40825,1,42,8165,342930
16807,24025,40832,7,155,638,692230
16807,24057,40864,7,33,2554,589974
81,40817,40898,3,119,286,102102
12500,28431,40931,10,39,671,261690
19683,21248,40931,3,166,671,334158
1,40931,40932,1,671,2274,1525854
1,40959,40960,1,4551,10,45510
9,40951,40960,3,40951,10,1228530
27,40933,40960,3,40933,10,1227990
81,40879,40960,3,40879,10,1226370
243,40717,40960,3,40717,10,1221510
343,40617,40960,7,13539,10,947730
729,40231,40960,3,40231,10,1206930
2187,38773,40960,3,38773,10,1163190
2809,38151,40960,53,471,10,249630
3087,37873,40960,21,3443,10,723030
3481,37479,40960,59,1209,10,713310
4459,36501,40960,91,69,10,62790
5239,35721,40960,403,21,10,84630
6561,34399,40960,3,34399,10,1031970
6859,34101,40960,19,1263,10,239970
9747,31213,40960,57,91,10,51870
11169,29791,40960,3723,31,10,1154130
11881,29079,40960,109,1077,10,1173930
12399,28561,40960,12399,13,10,1611870
19683,21277,40960,3,21277,10,638310
343,40625,40968,7,65,3414,1553370
9,40960,40969,3,10,40969,1229070
27,40960,40987,3,10,40987,1229610
8192,32805,40997,2,15,40997,1229910
2401,38599,41000,7,319,410,915530
3125,37888,41013,5,74,651,240870
81,40960,41041,3,10,41041,1231230
1,41066,41067,1,41066,39,1601574
4075,36992,41067,815,34,39,1080690
6859,34208,41067,19,2138,39,1584258
8192,32875,41067,2,1315,39,102570
8299,32768,41067,8299,2,39,647322
12167,28900,41067,23,170,39,152490
12500,28567,41067,10,4081,39,1591590
14656,26411,41067,458,77,39,1375374
15979,25088,41067,551,14,39,300846
1,41067,41068,1,39,20534,800826
8,41067,41075,2,39,8215,640770
529,40625,41154,23,65,114,170430
9,41200,41209,3,1030,203,627270
25,41184,41209,5,858,203,870870
121,41088,41209,11,642,203,1433586
169,41040,41209,13,570,203,1504230
729,40480,41209,3,2530,203,1540770
1600,39609,41209,10,489,203,992670
2809,38400,41209,53,30,203,322770
5625,35584,41209,15,278,203,846510
14641,26568,41209,11,246,203,549318
16875,24334,41209,15,46,203,140070
17152,24057,41209,134,33,203,897666
18225,22984,41209,15,442,203,1345890
27,41209,41236,3,203,1586,965874
6859,34391,41250,19,119,330,746130
32,41229,41261,2,1527,341,1041414
3136,38125,41261,14,305,341,1456070
9261,32000,41261,21,10,341,71610
19652,21609,41261,34,21,341,243474
1,41261,41262,1,341,1794,611754
4096,37179,41275,2,51,8255,842010
49,41261,41310,7,341,510,1217370
256,41067,41323,2,39,1333,103974
1323,40000,41323,21,10,1333,279930
4459,36864,41323,91,6,1333,727818
125,41209,41334,5,203,498,505470
144,41261,41405,6,341,455,930930
6413,34992,41405,583,6,455,1591590
12005,29403,41408,35,33,1294,1494570
1,41471,41472,1,41471,6,248826
25,41447,41472,5,41447,6,1243410
125,41347,41472,5,41347,6,1240410
361,41111,41472,19,5873,6,669522
625,40847,41472,5,40847,6,1225410
2197,39275,41472,13,7855,6,612690
2809,38663,41472,53,943,6,299874
3125,38347,41472,5,38347,6,1150410
12911,28561,41472,12911,13,6,1007058
13583,27889,41472,799,167,6,800598
14375,27097,41472,115,553,6,381570
15625,25847,41472,5,25847,6,775410
16807,24665,41472,7,24665,6,1035930
18491,22981,41472,451,469,6,1269114
25,41472,41497,5,6,41497,1244910
4,41499,41503,2,4611,77,710094
128,41375,41503,2,1655,77,254870
169,41334,41503,13,498,77,498498
4000,37503,41503,10,1389,77,1069530
8735,32768,41503,8735,2,77,1345190
9375,32128,41503,15,502,77,579810
11712,29791,41503,366,31,77,873642
15903,25600,41503,1767,10,77,1360590
16384,25119,41503,2,8373,77,1289442
1,41503,41504,1,77,2594,199738
1,41552,41553,1,742,57,42294
49,41504,41553,7,2594,57,1035006
128,41425,41553,2,8285,57,944490
625,40928,41553,5,2558,57,729030
1225,40328,41553,35,142,57,283290
2744,38809,41553,14,197,57,157206
4000,37553,41553,10,799,57,455430
7168,34385,41553,14,1495,57,1193010
8785,32768,41553,8785,2,57,1001490
12992,28561,41553,406,13,57,300846
14161,27392,41553,119,214,57,1451562
14641,26912,41553,11,58,57,36366
18769,22784,41553,137,178,57,1390002
81,41503,41584,3,77,5198,1200738
1,41600,41601,1,130,5943,772590
1,41624,41625,1,946,555,525030
729,40960,41689,3,10,41689,1250670
19683,22016,41699,3,86,5957,1536906
225,41503,41728,15,77,326,376530
1,41742,41743,1,4638,247,1145586
243,41500,41743,3,830,247,615030
343,41400,41743,7,690,247,1193010
3087,38656,41743,21,302,247,1566474
8975,32768,41743,1795,2,247,886730
9375,32368,41743,15,238,247,881790
11368,30375,41743,406,15,247,1504230
1,41743,41744,1,247,5218,1288846
288,41503,41791,6,77,1817,839454
3375,38416,41791,15,14,1817,381570
12005,29791,41796,35,31,258,279930
1,41796,41797,1,258,5971,1540518
15625,26244,41869,5,6,41869,1256070
2187,39688,41875,3,902,335,906510
8019,33856,41875,33,46,335,508530
1,41875,41876,1,335,1102,369170
1,41904,41905,1,582,2465,1434630
5041,36864,41905,71,6,2465,1050090
6561,35344,41905,3,94,2465,695130
12167,29791,41958,23,31,1554,1108002
243,41728,41971,3,326,893,873354
6250,35721,41971,10,21,893,187530
4805,37179,41984,155,51,82,648210
20375,21609,41984,815,21,82,1403430
1,41984,41985,1,82,4665,382530
9,41984,41993,3,82,5999,1475754
81,41944,42025,3,1498,205,921270
121,41904,42025,11,582,205,1312410
2601,39424,42025,51,154,205,1610070
7056,34969,42025,42,187,205,1610070
12096,29929,42025,42,173,205,1489530
7744,34295,42039,22,95,519,1084710
1024,41067,42091,2,39,6013,469014
625,41472,42097,5,6,42097,1262910
15625,26487,42112,5,327,658,1075830
9375,32768,42143,15,2,42143,1264290
10201,32000,42201,101,10,1563,1578630
49,42201,42250,7,1563,130,1422330
1849,40401,42250,43,201,130,1123590
1331,40960,42291,11,10,14097,1550670
13775,28561,42336,2755,13,42,1504230
343,42025,42368,7,205,662,949970
625,41743,42368,5,247,662,817570
13824,28561,42385,6,13,6055,472290
1369,41067,42436,37,39,206,297258
6561,35875,42436,3,1435,206,886830
13875,28561,42436,555,13,206,1486290
15625,26811,42436,5,993,206,1022790
1372,41067,42439,14,39,1147,626262
32,42439,42471,2,1147,429,984126
4096,38375,42471,2,1535,429,1317030
512,41971,42483,2,893,357,637602
25,42471,42496,5,429,166,356070
2401,40095,42496,7,165,166,191730
2197,40328,42525,13,142,105,193830
27,42500,42527,3,170,989,504390
1024,41503,42527,2,77,989,152306
1,42591,42592,1,42591,22,937002
625,41967,42592,5,13989,22,1538790
1849,40743,42592,43,1509,22,1427514
4225,38367,42592,65,609,22,870870
4617,37975,42592,57,1085,22,1360590
6075,36517,42592,15,689,22,227370
11907,30685,42592,21,1615,22,746130
13351,29241,42592,1027,57,22,1287858
14031,28561,42592,4677,13,22,1337622
14161,28431,42592,119,39,22,102102
16807,25785,42592,7,2865,22,441210
18225,24367,42592,15,413,22,136290
19683,22909,42592,3,22909,22,1511994
15625,26973,42598,5,111,2242,1244310
14063,28561,42624,287,13,222,828282
1,42624,42625,1,222,1705,378510
289,42336,42625,17,42,1705,1217370
1,42632,42633,1,146,4737,691602
729,41984,42713,3,82,3883,955218
9477,33275,42752,39,55,334,716430
9947,32805,42752,203,15,334,1017030
16384,26411,42795,2,77,4755,732270
1,42848,42849,1,2678,69,184782
49,42800,42849,7,1070,69,516810
121,42728,42849,11,1526,69,1158234
289,42560,42849,17,1330,69,1560090
1024,41825,42849,2,8365,69,1154370
1444,41405,42849,38,455,69,1193010
1849,41000,42849,43,410,69,1216470
2401,40448,42849,7,158,69,76314
5600,37249,42849,70,193,69,932190
6241,36608,42849,79,286,69,1558986
6724,36125,42849,82,85,69,480930
10081,32768,42849,10081,2,69,1391178
12224,30625,42849,382,35,69,922530
14288,28561,42849,1786,13,69,1602042
18496,24353,42849,34,497,69,1165962
20449,22400,42849,143,70,69,690690
1,42849,42850,1,69,8570,591330
1,42874,42875,1,42874,35,1500590
8,42867,42875,2,14289,35,1000230
27,42848,42875,3,2678,35,281190
243,42632,42875,3,146,35,15330
512,42363,42875,2,1569,35,109830
1331,41544,42875,11,3462,35,1332870
1944,40931,42875,6,671,35,140910
2187,40688,42875,3,5086,35,534030
2197,40678,42875,13,946,35,430430
3509,39366,42875,319,6,35,66990
3887,38988,42875,299,114,35,1193010
5696,37179,42875,178,51,35,317730
6011,36864,42875,6011,6,35,1262310
7744,35131,42875,22,817,35,629090
7803,35072,42875,51,274,35,489090
9963,32912,42875,123,374,35,1610070
10107,32768,42875,3369,2,35,235830
11664,31211,42875,6,1357,35,284970
13472,29403,42875,842,33,35,972510
15979,26896,42875,551,82,35,1581370
16928,25947,42875,46,93,35,149730
18818,24057,42875,194,33,35,224070
19602,23273,42875,66,629,35,1452990
19683,23192,42875,3,5798,35,608790
20736,22139,42875,6,1703,35,357630
21248,21627,42875,166,267,35,1551270
1,42875,42876,1,35,2382,83370
16,42875,42891,2,35,1479,103530
10125,32768,42893,15,2,42893,1286790
64,42875,42939,2,35,14313,1001910
961,42050,43011,31,290,177,1591230
1024,41987,43011,2,3817,177,1351218
14450,28561,43011,170,13,177,391170
3125,39936,43061,5,78,2533,987870
15625,27436,43061,5,38,2533,481270
14641,28431,43072,11,39,1346,577434
125,43011,43136,5,177,674,596490
2187,40960,43147,3,10,43147,1294410
1,43199,43200,1,43199,30,1295970
14641,28577,43218,11,697,42,322014
1,43263,43264,1,14421,26,374946
289,42975,43264,17,2865,26,1266330
1225,42039,43264,35,519,26,472290
4455,38809,43264,165,197,26,845130
6561,36703,43264,3,2159,26,168402
7139,36125,43264,649,85,26,1434290
13473,29791,43264,1497,31,26,1206582
15625,27639,43264,5,9213,26,1197690
18225,25039,43264,15,511,26,199290
18875,24389,43264,755,29,26,569270
19855,23409,43264,1045,51,26,1385670
15625,27648,43273,5,6,43273,1298190
125,43264,43389,5,26,4821,626730
15625,27783,43408,5,21,5426,569730
4096,39401,43497,2,1271,537,1365054
1331,42189,43520,11,861,170,1610070
19683,23837,43520,3,2167,170,1105170
2048,41503,43551,2,77,4839,745206
1,43560,43561,1,330,889,293370
64,43497,43561,2,537,889,954786
361,43200,43561,19,30,889,506730
2601,40960,43561,51,10,889,453390
6561,37000,43561,3,370,889,986790
15000,28561,43561,30,13,889,346710
361,43264,43625,19,26,1745,862030
6859,36800,43659,19,230,231,1009470
1,43680,43681,1,2730,209,570570
49,43632,43681,7,606,209,886578
81,43600,43681,3,1090,209,683430
256,43425,43681,2,2895,209,1210110
1156,42525,43681,34,105,209,746130
2209,41472,43681,47,6,209,58938
5265,38416,43681,195,14,209,570570
6561,37120,43681,3,290,209,181830
7200,36481,43681,30,191,209,1197570
13056,30625,43681,102,35,209,746130
15120,28561,43681,210,13,209,570570
16384,27297,43681,2,1011,209,422598
19683,23998,43681,3,1846,209,1157442
1944,41743,43687,6,247,553,819546
2187,41500,43687,3,830,553,1376970
13312,30375,43687,26,15,553,215670
10935,32768,43703,15,2,43703,1311090
25,43681,43706,5,209,1066,1113970
19683,24025,43708,3,155,3122,1451730
1,43739,43740,1,43739,30,1312170
2809,40931,43740,53,671,30,1066890
1,43749,43750,1,14583,70,1020810
2197,41553,43750,13,57,70,51870
1,43775,43776,1,8755,114,998070
2401,41375,43776,7,1655,114,1320690
121,43687,43808,11,553,74,450142
19683,24125,43808,3,965,74,214230
1,43903,43904,1,43903,14,614642
529,43375,43904,23,1735,14,558670
729,43175,43904,3,8635,14,362670
3125,40779,43904,5,13593,14,951510
6561,37343,43904,3,37343,14,1568406
6655,37249,43904,55,193,14,148610
6725,37179,43904,1345,51,14,960330
19683,24221,43904,3,24221,14,1017282
32,43875,43907,2,195,1909,744510
11907,32000,43907,21,10,1909,400890
17496,26411,43907,6,77,1909,881958
1,43922,43923,1,43922,33,1449426
16,43907,43923,2,1909,33,125994
2048,41875,43923,2,335,33,22110
3923,40000,43923,3923,10,33,1294590
7442,36481,43923,122,191,33,768966
8771,35152,43923,1253,26,33,1075074
10309,33614,43923,793,14,33,366366
11155,32768,43923,11155,2,33,736230
12500,31423,43923,10,469,33,154770
12691,31232,43923,259,122,33,1042734
15379,28544,43923,91,446,33,1339338
21025,22898,43923,145,214,33,1023990
21875,22048,43923,35,1378,33,1591590
1,43923,43924,1,33,21962,724746
25,43904,43929,5,14,4881,341670
19551,24389,43940,399,29,130,1504230
12167,31833,44000,23,393,110,994290
121,43904,44025,11,14,8805,1355970
49,43983,44032,7,543,86,326886
125,43907,44032,5,1909,86,820870
15471,28561,44032,573,13,86,640614
16807,27225,44032,7,165,86,99330
125,43923,44048,5,33,5506,908490
128,43923,44051,2,33,6293,415338
243,43808,44051,3,74,6293,1397046
19683,24389,44072,3,29,11018,958566
1331,42849,44180,11,69,470,356730
3125,41067,44192,5,39,2762,538590
1331,42875,44206,11,35,1426,549010
1,44216,44217,1,11054,51,563754
25,44192,44217,5,2762,51,704310
121,44096,44217,11,1378,51,773058
1849,42368,44217,43,662,51,1451766
5408,38809,44217,26,197,51,261222
8192,36025,44217,2,7205,51,734910
11449,32768,44217,107,2,51,10914
15625,28592,44217,5,3574,51,911370
21689,22528,44217,943,22,51,1058046
22016,22201,44217,86,149,51,653514
8,44217,44225,2,51,8845,902190
4913,39375,44288,17,105,346,617610
16807,27500,44307,7,110,1641,1263570
128,44217,44345,2,51,6335,646170
128,44247,44375,2,903,355,641130
343,44032,44375,7,86,355,213710
1,44375,44376,1,355,258,91590
27,44375,44402,3,355,298,317370
1,44402,44403,1,298,2337,696426
729,43687,44416,3,553,694,1151346
289,44180,44469,17,470,183,1462170
529,43940,44469,23,130,183,547170
3125,41344,44469,5,646,183,591090
3509,40960,44469,319,10,183,583770
3844,40625,44469,62,65,183,737490
9317,35152,44469,77,26,183,366366
16000,28469,44469,10,581,183,1063230
16384,28125,44509,2,15,44509,1335270
25,44496,44521,5,618,211,651990
169,44352,44521,13,462,211,1267266
1024,43497,44521,2,537,211,226614
2025,42496,44521,15,166,211,525390
2401,42120,44521,7,390,211,576030
4096,40425,44521,2,1155,211,487410
6889,37632,44521,83,42,211,735546
8800,35721,44521,110,21,211,487410
12769,31752,44521,113,42,211,1001406
19521,25000,44521,723,10,211,1525530
21609,22912,44521,21,358,211,1586298
169,44375,44544,13,355,174,803010
2048,42525,44573,2,105,1537,322770
3125,41472,44597,5,6,44597,1337910
256,44375,44631,2,355,1653,1173630
128,44521,44649,2,211,1353,570966
11881,32768,44649,109,2,1353,294954
11907,32768,44675,21,2,8935,375270
243,44521,44764,3,211,1178,745674
841,43923,44764,29,33,1178,1127346
169,44631,44800,13,1653,70,1504230
22201,22599,44800,149,93,70,969990
2401,42527,44928,7,989,78,539994
10633,34295,44928,217,95,78,1607970
12167,32761,44928,23,181,78,324714
1125,43808,44933,15,74,917,1017870
2187,42757,44944,3,3289,106,1045902
17161,27783,44944,131,21,106,291606
16384,28561,44945,2,13,44945,1168570
1,44999,45000,1,44999,30,1349970
10609,34391,45000,103,119,30,367710
16807,28193,45000,7,2563,30,538230
1,45055,45056,1,45055,22,991210
25,45031,45056,5,6433,22,707630
81,44975,45056,3,8995,22,593670
1369,43687,45056,37,553,22,450142
1681,43375,45056,41,1735,22,1564970
3125,41931,45056,5,4659,22,512490
4239,40817,45056,471,119,22,1233078
8575,36481,45056,35,191,22,147070
13851,31205,45056,57,395,22,495330
16625,28431,45056,665,39,22,570570
20667,24389,45056,249,29,22,158862
2197,42875,45072,13,35,1878,854490
8,45117,45125,2,1671,95,317490
7776,37349,45125,6,221,95,125970
8624,36501,45125,154,69,95,1009470
12357,32768,45125,4119,2,95,782610
20736,24389,45125,6,29,95,16530
1,45125,45126,1,95,15042,1428990
4,45125,45129,2,95,6447,1224930
8,45125,45133,2,95,4103,779570
27,45125,45152,3,95,2822,804270
625,44573,45198,5,1537,186,1429410
169,45056,45225,13,22,1005,287430
729,44521,45250,3,211,1810,1145730
2401,42849,45250,7,69,1810,874230
128,45125,45253,2,95,767,145730
4293,40960,45253,159,10,767,1219530
5887,39366,45253,203,6,767,934206
1,45253,45254,1,767,374,286858
15488,29791,45279,22,31,1677,1143714
19683,25600,45283,3,10,45283,1358490
16807,28561,45368,7,13,11342,1032122
1369,44000,45369,37,110,213,866910
1849,43520,45369,43,170,213,1557030
15625,29744,45369,5,286,213,304590
4,45369,45373,2,213,2669,1136994
19773,25600,45373,39,10,2669,1040910
1,45374,45375,1,6482,165,1069530
8192,37183,45375,2,1957,165,645810
1,45375,45376,1,165,1418,233970
512,44875,45387,2,1795,123,441570
6859,38528,45387,19,602,123,1406874
8000,37387,45387,10,763,123,938490
10571,34816,45387,341,34,123,1426062
289,45125,45414,17,95,174,281010
1,45440,45441,1,710,561,398310
8192,37249,45441,2,193,561,216546
3125,42336,45461,5,42,3497,734370
243,45325,45568,3,1295,178,691530
343,45225,45568,7,1005,178,1252230
9477,36125,45602,39,85,302,1001130
1,45602,45603,1,302,1689,510078
16,45603,45619,2,1689,133,449274
125,45494,45619,5,1978,133,1315370
243,45376,45619,3,1418,133,565782
675,44944,45619,15,106,133,211470
729,44890,45619,3,670,133,267330
1331,44288,45619,11,346,133,506198
6253,39366,45619,481,6,133,383838
11979,33640,45619,33,290,133,1272810
16337,29282,45619,527,22,133,1542002
19375,26244,45619,155,6,133,123690
19683,25936,45619,3,3242,133,1293558
256,45369,45625,2,213,365,155490
1944,43681,45625,6,209,365,457710
7209,38416,45625,267,14,365,1364370
10633,34992,45625,217,6,365,475230
