d,r,e,a,b,n
238,1,238,68,175,243
238,1,238,2,243,245
238,1,238,7,243,250
238,1,238,1,255,256
238,1,238,81,175,256
238,1,238,27,245,272
238,1,238,125,147,272
238,1,238,1,288,289
238,1,238,9,280,289
238,1,238,49,240,289
238,1,238,64,225,289
238,1,238,100,189,289
238,1,238,5,289,294
238,1,238,35,289,324
238,1,238,3,340,343
238,1,238,54,289,343
238,1,238,100,243,343
238,1,238,17,343,360
238,1,238,32,343,375
238,1,238,119,256,375
238,1,238,17,375,392
238,1,238,7,425,432
238,1,238,16,425,441
238,1,238,49,576,625
238,1,238,81,544,625
238,1,238,289,336,625
238,1,238,49,680,729
238,1,238,343,425,768
238,1,238,8,867,875
238,1,238,289,735,1024
238,1,238,5,1024,1029
238,1,238,1,1224,1225
238,1,238,5,1372,1377
238,1,238,625,833,1458
238,1,238,1,1700,1701
238,1,238,256,1445,1701
238,1,238,2,2023,2025
238,1,238,25,2023,2048
238,1,238,833,1215,2048
238,1,238,125,2187,2312
238,1,238,1,2400,2401
238,1,238,225,2176,2401
238,1,238,1024,1377,2401
238,1,238,1,2499,2500
238,1,238,200,2401,2601
238,1,238,343,3125,3468
238,1,238,459,3125,3584
238,1,238,35,4096,4131
238,1,238,1,4374,4375
238,1,238,17,5103,5120
238,1,238,1,5831,5832
238,1,238,289,6272,6561
238,1,238,3087,4913,8000
238,1,238,68,16807,16875
238,7,34,1,288,289
240,1,240,121,135,256
240,1,240,32,243,275
240,1,240,25,704,729
240,1,240,81,1250,1331
240,1,240,625,2048,2673
240,2,120,1,243,244
240,2,120,375,3721,4096
240,2,120,9,15616,15625
240,3,80,1,1024,1025
240,4,60,5,243,248
240,4,60,31,225,256
240,4,60,1,960,961
240,6,40,2,243,245
240,6,40,7,243,250
240,6,40,81,175,256
240,6,40,100,243,343
240,6,40,32,343,375
240,6,40,49,576,625
240,6,40,5,1024,1029
240,6,40,1,2400,2401
240,6,40,1,4374,4375
240,10,24,13,243,256
246,3,82,1,287,288
246,3,82,41,343,384
248,2,124,64,279,343
248,2,124,217,512,729
248,2,124,63,961,1024
248,2,124,1,3968,3969
250,1,250,81,175,256
250,1,250,100,243,343
250,1,250,32,343,375
250,1,250,49,576,625
250,1,250,5,1024,1029
250,1,250,1,2400,2401
250,1,250,1,4374,4375
252,1,252,127,216,343
252,1,252,127,3969,4096
252,1,252,1,16128,16129
252,3,84,1,343,344
252,3,84,43,686,729
252,6,42,9,343,352
252,6,42,27,512,539
252,6,42,8,1323,1331
252,7,36,1,512,513
252,9,28,81,175,256
252,9,28,100,243,343
252,9,28,32,343,375
252,9,28,49,576,625
252,9,28,5,1024,1029
252,9,28,1,2400,2401
258,1,258,1,324,325
258,1,258,169,215,384
258,1,258,13,387,400
258,1,258,5,507,512
258,1,258,125,387,512
258,1,258,1,624,625
258,1,258,81,559,640
258,1,258,1,675,676
258,1,258,13,675,688
258,1,258,104,625,729
258,1,258,243,832,1075
258,1,258,26,1849,1875
258,1,258,338,1849,2187
258,1,258,10,2187,2197
258,1,258,172,2025,2197
258,1,258,125,2197,2322
258,1,258,129,4096,4225
258,1,258,729,7396,8125
258,1,258,1053,8192,9245
258,1,258,1,16640,16641
260,2,130,32,243,275
260,2,130,13,275,288
260,2,130,128,169,297
260,2,130,1,324,325
260,2,130,1,351,352
260,2,130,27,325,352
260,2,130,25,338,363
260,2,130,11,405,416
260,2,130,5,507,512
260,2,130,1,624,625
260,2,130,1,675,676
260,2,130,25,704,729
260,2,130,104,625,729
260,2,130,143,625,768
260,2,130,65,1024,1089
260,2,130,81,1250,1331
260,2,130,486,845,1331
260,2,130,351,1024,1375
260,2,130,169,1331,1500
260,2,130,27,1573,1600
260,2,130,16,1859,1875
260,2,130,10,2187,2197
260,2,130,3,2197,2200
260,2,130,13,2187,2200
260,2,130,363,2197,2560
260,2,130,625,2048,2673
260,2,130,1,4224,4225
260,2,130,64,6591,6655
260,2,130,1,6655,6656
260,2,130,16,14625,14641
260,2,130,1936,13689,15625
260,10,26,169,343,512
264,1,264,7,297,304
264,1,264,1,342,343
264,1,264,19,324,343
264,1,264,9,343,352
264,1,264,9,352,361
264,1,264,18,343,361
264,1,264,64,297,361
264,1,264,2,361,363
264,1,264,1,512,513
264,1,264,121,392,513
264,1,264,27,512,539
264,1,264,343,361,704
264,1,264,7,722,729
264,1,264,121,608,729
264,1,264,361,486,847
264,1,264,133,891,1024
264,1,264,8,1323,1331
264,1,264,121,1323,1444
264,1,264,112,2187,2299
264,1,264,729,1672,2401
264,1,264,2,3969,3971
264,1,264,847,3249,4096
264,1,264,44,6517,6561
264,1,264,49,14592,14641
264,1,264,2166,14641,16807
264,2,132,8,729,737
264,2,132,1331,4096,5427
264,3,88,32,243,275
264,3,88,25,704,729
264,3,88,81,1250,1331
264,3,88,625,2048,2673
264,4,66,1,288,289
264,4,66,33,256,289
264,4,66,8,289,297
264,4,66,1,1088,1089
264,4,66,243,1088,1331
264,4,66,9,2048,2057
264,4,66,11,2176,2187
268,1,268,512,1675,2187
270,1,270,1,288,289
270,1,270,64,225,289
270,1,270,81,544,625
270,1,270,125,2187,2312
270,3,90,125,243,368
270,3,90,1,575,576
270,3,90,4,621,625
270,3,90,96,529,625
270,3,90,23,625,648
270,3,90,200,529,729
270,3,90,23,2025,2048
272,2,136,1,288,289
272,2,136,46,243,289
272,2,136,17,512,529
272,4,68,25,2023,2048
272,8,34,1,288,289
276,1,276,27,529,556
276,1,276,139,2048,2187
276,2,138,23,320,343
276,2,138,100,243,343
276,2,138,2,343,345
276,2,138,25,343,368
276,2,138,125,243,368
276,2,138,7,368,375
276,2,138,32,343,375
276,2,138,4,525,529
276,2,138,25,504,529
276,2,138,49,480,529
276,2,138,81,448,529
276,2,138,8,567,575
276,2,138,63,512,575
276,2,138,1,575,576
276,2,138,4,621,625
276,2,138,49,576,625
276,2,138,96,529,625
276,2,138,184,441,625
276,2,138,23,625,648
276,2,138,200,529,729
276,2,138,1,735,736
276,2,138,7,729,736
276,2,138,5,1024,1029
276,2,138,500,529,1029
276,2,138,2,1125,1127
276,2,138,25,1127,1152
276,2,138,529,686,1215
276,2,138,128,1587,1715
276,2,138,243,1472,1715
276,2,138,23,2025,2048
276,2,138,1,2400,2401
276,2,138,1,2645,2646
276,2,138,49,3125,3174
276,2,138,256,3125,3381
276,2,138,1,4374,4375
276,2,138,161,6400,6561
276,2,138,2401,9375,11776
276,2,138,162,12005,12167
276,2,138,8192,8575,16767
276,2,138,40,16767,16807
280,1,280,5,324,329
280,1,280,9,320,329
280,1,280,100,243,343
280,1,280,108,235,343
280,1,280,32,343,375
280,1,280,1,375,376
280,1,280,80,343,423
280,1,280,25,423,448
280,1,280,49,576,625
280,1,280,282,343,625
280,1,280,47,625,672
280,1,280,329,400,729
280,1,280,5,1024,1029
280,1,280,1,1175,1176
280,1,280,245,1024,1269
280,1,280,4,2205,2209
280,1,280,49,2160,2209
280,1,280,1,2303,2304
280,1,280,1,2400,2401
280,1,280,192,2209,2401
280,1,280,376,2025,2401
280,1,280,1,4374,4375
280,1,280,686,5875,6561
280,1,280,27,12005,12032
280,1,280,125,11907,12032
280,1,280,162,15463,15625
280,1,280,2209,14175,16384
280,1,280,423,16384,16807
280,1,280,6561,24064,30625
280,2,140,128,497,625
280,4,70,100,243,343
280,4,70,32,343,375
280,4,70,49,576,625
280,4,70,5,1024,1029
280,4,70,1,2400,2401
280,4,70,1,4374,4375
280,7,40,100,243,343
280,7,40,32,343,375
280,7,40,49,576,625
280,7,40,5,1024,1029
280,7,40,1,2400,2401
280,7,40,1,4374,4375
280,10,28,100,243,343
280,10,28,32,343,375
280,10,28,49,576,625
280,10,28,5,1024,1029
280,10,28,1,2400,2401
286,1,286,128,169,297
286,1,286,1,351,352
286,11,26,169,343,512
288,1,288,4,725,729
288,1,288,216,625,841
288,8,36,1,512,513
290,5,58,4,725,729
290,5,58,216,625,841
292,1,292,1,511,512
294,1,294,3,1369,1372
294,7,42,9,343,352
294,7,42,27,512,539
294,7,42,8,1323,1331
296,2,148,1,999,1000
296,2,148,25,999,1024
296,2,148,640,729,1369
296,2,148,128,2997,3125
298,1,298,149,256,405
298,1,298,16,729,745
300,1,300,125,604,729
300,1,300,243,512,755
300,2,150,1,360,361
300,2,150,125,361,486
300,2,150,1,512,513
300,2,150,1,1215,1216
300,2,150,243,1805,2048
300,3,100,81,544,625
300,3,100,125,2187,2312
300,5,60,1,960,961
302,1,302,151,361,512
304,1,304,1,323,324
304,1,304,72,289,361
304,1,304,1,512,513
304,2,152,343,361,704
304,4,76,169,192,361
304,4,76,1,512,513
304,4,76,1024,2187,3211
306,1,306,54,289,343
306,1,306,9,343,352
306,1,306,63,289,352
306,1,306,11,448,459
306,1,306,27,512,539
306,1,306,49,512,561
306,1,306,11,567,578
306,1,306,17,847,864
306,1,306,1,1088,1089
306,1,306,256,833,1089
306,1,306,8,1323,1331
306,1,306,243,1088,1331
306,1,306,9,2048,2057
306,1,306,1,2057,2058
306,1,306,11,2176,2187
306,1,306,289,2112,2401
306,1,306,1024,1377,2401
306,1,306,272,2401,2673
306,1,306,539,4374,4913
306,1,306,1,5831,5832
306,1,306,289,6272,6561
306,1,306,98,14641,14739
308,1,308,2,341,343
308,1,308,121,775,896
308,1,308,275,686,961
308,1,308,7,961,968
308,1,308,343,625,968
308,1,308,343,1705,2048
308,1,308,11,3125,3136
308,2,154,8,343,351
308,2,154,1,351,352
308,2,154,9,343,352
308,2,154,1,363,364
308,2,154,121,243,364
308,2,154,143,343,486
308,2,154,169,343,512
308,2,154,27,512,539
308,2,154,32,507,539
308,2,154,11,637,648
308,2,154,1,728,729
308,2,154,8,1323,1331
308,2,154,512,819,1331
308,2,154,13,1331,1344
308,2,154,21,1331,1352
308,2,154,128,1573,1701
308,2,154,189,1859,2048
308,2,154,343,2816,3159
308,2,154,1331,2197,3528
308,2,154,363,4096,4459
308,2,154,1183,6561,7744
308,2,154,1,10647,10648
308,2,154,8019,8788,16807
308,11,28,100,243,343
308,11,28,32,343,375
308,11,28,49,576,625
308,11,28,5,1024,1029
308,11,28,1,2400,2401
310,1,310,155,169,324
310,1,310,1,324,325
310,1,310,31,320,351
310,1,310,3,400,403
310,1,310,160,243,403
310,1,310,2,403,405
310,1,310,5,507,512
310,1,310,1,624,625
310,1,310,1,675,676
310,1,310,104,625,729
310,1,310,5,832,837
310,1,310,325,512,837
310,1,310,8,837,845
310,1,310,1,960,961
310,1,310,25,936,961
310,1,310,39,961,1000
310,1,310,729,961,1690
310,1,310,10,2187,2197
310,1,310,128,2197,2325
310,1,310,13,3875,3888
310,1,310,3125,4563,7688
310,1,310,125,32643,32768
312,2,156,3,1024,1027
312,2,156,64,2133,2197
312,4,78,1,324,325
312,4,78,5,507,512
312,4,78,1,624,625
312,4,78,1,675,676
312,4,78,104,625,729
312,4,78,10,2187,2197
312,12,26,169,343,512
318,1,318,53,3072,3125
318,1,318,64,6561,6625
320,1,320,23,320,343
320,1,320,25,343,368
320,4,80,1,1024,1025
320,8,40,100,243,343
320,8,40,32,343,375
320,8,40,49,576,625
320,8,40,5,1024,1029
320,8,40,1,2400,2401
320,8,40,1,4374,4375
322,1,322,81,448,529
322,1,322,7,729,736
324,3,108,25,704,729
324,3,108,81,1250,1331
324,3,108,625,2048,2673
324,9,36,1,512,513
328,1,328,1,450,451
328,1,328,125,451,576
328,1,328,256,369,625
328,1,328,297,328,625
328,1,328,25,704,729
328,1,328,1,1024,1025
328,1,328,64,1025,1089
328,1,328,81,1250,1331
328,1,328,656,675,1331
328,1,328,205,1331,1536
328,1,328,81,1600,1681
328,1,328,625,1056,1681
328,1,328,625,2048,2673
328,1,328,121,3200,3321
328,1,328,451,3645,4096
328,1,328,1,6560,6561
328,1,328,1600,4961,6561
328,1,328,1681,12960,14641
328,1,328,4,15125,15129
328,1,328,984,14641,15625
328,4,82,41,343,384
330,1,330,11,664,675
330,1,330,25,704,729
330,1,330,288,625,913
330,1,330,3,1328,1331
330,1,330,81,1250,1331
330,1,330,83,1375,1458
330,1,330,27,2048,2075
330,1,330,625,2048,2673
330,1,330,747,3125,3872
330,1,330,2187,3125,5312
330,1,330,25,8192,8217
330,1,330,13778,15625,29403
330,3,110,343,625,968
330,3,110,11,3125,3136
330,5,66,1,1088,1089
330,5,66,243,1088,1331
330,5,66,9,2048,2057
330,5,66,11,2176,2187
334,1,334,9,334,343
334,1,334,167,729,896
334,1,334,9,8183,8192
336,1,336,8,343,351
336,1,336,169,343,512
336,1,336,1,728,729
336,2,168,3,340,343
336,2,168,54,289,343
336,2,168,100,243,343
336,2,168,17,343,360
336,2,168,32,343,375
336,2,168,119,256,375
336,2,168,17,375,392
336,2,168,7,425,432
336,2,168,16,425,441
336,2,168,49,576,625
336,2,168,81,544,625
336,2,168,289,336,625
336,2,168,49,680,729
336,2,168,343,425,768
336,2,168,8,867,875
336,2,168,289,735,1024
336,2,168,5,1024,1029
336,2,168,1,1224,1225
336,2,168,5,1372,1377
336,2,168,625,833,1458
336,2,168,1,1700,1701
336,2,168,256,1445,1701
336,2,168,2,2023,2025
336,2,168,25,2023,2048
336,2,168,833,1215,2048
336,2,168,125,2187,2312
336,2,168,1,2400,2401
336,2,168,225,2176,2401
336,2,168,1024,1377,2401
336,2,168,1,2499,2500
336,2,168,200,2401,2601
336,2,168,343,3125,3468
336,2,168,459,3125,3584
336,2,168,35,4096,4131
336,2,168,1,4374,4375
336,2,168,17,5103,5120
336,2,168,1,5831,5832
336,2,168,289,6272,6561
336,2,168,3087,4913,8000
336,2,168,68,16807,16875
336,3,112,1,342,343
336,3,112,19,324,343
336,3,112,18,343,361
336,3,112,1,512,513
336,3,112,7,722,729
336,4,84,1,343,344
336,4,84,43,686,729
336,8,42,9,343,352
336,8,42,27,512,539
336,8,42,8,1323,1331
336,12,28,100,243,343
336,12,28,32,343,375
336,12,28,49,576,625
336,12,28,5,1024,1029
336,12,28,1,2400,2401
338,1,338,169,256,425
338,13,26,169,343,512
340,1,340,1,360,361
340,1,340,72,289,361
340,1,340,136,225,361
340,1,340,95,289,384
340,1,340,64,361,425
340,1,340,16,459,475
340,1,340,125,361,486
340,1,340,1,512,513
340,1,340,17,608,625
340,1,340,81,544,625
340,1,340,304,425,729
340,1,340,5,1083,1088
340,1,340,1,1215,1216
340,1,340,1,1444,1445
340,1,340,289,1250,1539
340,1,340,243,1805,2048
340,1,340,125,2187,2312
340,1,340,2025,2888,4913
340,1,340,512,5625,6137
340,1,340,459,6400,6859
340,1,340,19,15606,15625
340,5,68,25,2023,2048
342,1,342,1,512,513
342,3,114,1,512,513
348,1,348,32,343,375
348,1,348,1,405,406
348,1,348,16,609,625
348,1,348,49,576,625
348,1,348,58,567,625
348,1,348,4,725,729
348,1,348,29,700,729
348,1,348,1,783,784
348,1,348,1,840,841
348,1,348,112,729,841
348,1,348,216,625,841
348,1,348,400,441,841
348,1,348,9,1015,1024
348,1,348,5,1024,1029
348,1,348,29,1000,1029
348,1,348,384,841,1225
348,1,348,125,1296,1421
348,1,348,343,1682,2025
348,1,348,725,1323,2048
348,1,348,1,2400,2401
348,1,348,81,2320,2401
348,1,348,29,2401,2430
348,1,348,7,3125,3132
348,1,348,625,3087,3712
348,1,348,1,4374,4375
348,6,58,4,725,729
348,6,58,216,625,841
350,1,350,343,625,968
350,1,350,11,3125,3136
350,5,70,32,343,375
350,5,70,49,576,625
350,5,70,5,1024,1029
350,5,70,1,2400,2401
350,5,70,1,4374,4375
352,1,352,1,648,649
352,1,352,512,3481,3993
352,4,88,25,704,729
352,4,88,81,1250,1331
352,4,88,625,2048,2673
354,3,118,295,729,1024
354,3,118,25,3456,3481
356,2,178,89,640,729
356,2,178,1,800,801
358,1,358,25,512,537
360,1,360,5,724,729
360,2,180,32,343,375
360,2,180,49,351,400
360,2,180,13,392,405
360,2,180,25,416,441
360,2,180,125,343,468
360,2,180,7,500,507
360,2,180,5,507,512
360,2,180,169,343,512
360,2,180,13,512,525
360,2,180,1,624,625
360,2,180,49,576,625
360,2,180,12,625,637
360,2,180,125,512,637
360,2,180,3,637,640
360,2,180,1,675,676
360,2,180,1,728,729
360,2,180,104,625,729
360,2,180,169,560,729
360,2,180,49,975,1024
360,2,180,5,1024,1029
360,2,180,32,1183,1215
360,2,180,625,896,1521
360,2,180,729,896,1625
360,2,180,13,1715,1728
360,2,180,10,2187,2197
360,2,180,405,1792,2197
360,2,180,972,1225,2197
360,2,180,8,2197,2205
360,2,180,1,2400,2401
360,2,180,875,2197,3072
360,2,180,1,4095,4096
360,2,180,256,3969,4225
360,2,180,1,4374,4375
360,2,180,2401,4160,6561
360,2,180,1183,8192,9375
360,2,180,9,10976,10985
360,2,180,1625,16807,18432
360,2,180,243,21632,21875
360,3,120,375,3721,4096
360,3,120,9,15616,15625
360,4,90,125,243,368
360,4,90,1,575,576
360,4,90,4,621,625
360,4,90,96,529,625
360,4,90,23,625,648
360,4,90,200,529,729
360,4,90,23,2025,2048
360,6,60,1,960,961
360,9,40,32,343,375
360,9,40,49,576,625
360,9,40,5,1024,1029
360,9,40,1,2400,2401
360,9,40,1,4374,4375
360,10,36,1,512,513
362,1,362,169,343,512
362,1,362,7,32761,32768
364,1,364,169,343,512
364,1,364,61,576,637
364,1,364,1,728,729
364,1,364,9,784,793
364,1,364,64,729,793
364,1,364,1,2196,2197
364,1,364,2197,2744,4941
364,2,182,169,343,512
364,13,28,32,343,375
364,13,28,49,576,625
364,13,28,5,1024,1029
364,13,28,1,2400,2401
364,14,26,169,343,512
368,1,368,529,4096,4625
368,2,184,16,713,729
368,2,184,432,529,961
370,1,370,37,800,837
370,1,370,1,960,961
370,1,370,36,925,961
370,1,370,1,999,1000
370,1,370,25,999,1024
370,1,370,5,1147,1152
370,1,370,31,1184,1215
370,1,370,625,744,1369
370,1,370,640,729,1369
370,1,370,128,2997,3125
370,1,370,1369,30375,31744
370,1,370,37,32768,32805
372,1,372,1,527,528
372,1,372,121,527,648
372,1,372,11,961,972
372,1,372,1,1023,1024
372,1,372,187,837,1024
372,1,372,1,1088,1089
372,1,372,128,961,1089
372,1,372,243,1088,1331
372,1,372,31,1377,1408
372,1,372,9,2048,2057
372,1,372,11,2176,2187
372,1,372,992,2187,3179
372,1,372,31,19652,19683
372,2,186,1,1457,1458
372,3,124,217,512,729
372,3,124,63,961,1024
372,3,124,1,3968,3969
376,1,376,1,2303,2304
376,1,376,192,2209,2401
376,1,376,423,16384,16807
378,1,378,1,399,400
378,1,378,57,343,400
378,1,378,80,361,441
378,1,378,27,448,475
378,1,378,125,361,486
378,1,378,1,512,513
378,1,378,49,576,625
378,1,378,112,513,625
378,1,378,7,722,729
378,1,378,64,665,729
378,1,378,343,512,855
378,1,378,256,675,931
378,1,378,399,625,1024
378,1,378,5,1024,1029
378,1,378,1,1215,1216
378,1,378,9,1216,1225
378,1,378,361,864,1225
378,1,378,243,1805,2048
378,1,378,1,2400,2401
378,1,378,245,2187,2432
378,1,378,27,2500,2527
378,1,378,38,3087,3125
378,1,378,49,3200,3249
378,1,378,1,4374,4375
378,1,378,2401,3375,5776
378,1,378,19,6125,6144
378,1,378,784,6075,6859
378,1,378,1,6859,6860
378,1,378,32,11875,11907
378,1,378,729,14896,15625
378,1,378,475,19208,19683
378,9,42,27,512,539
378,9,42,8,1323,1331
380,2,190,125,361,486
380,2,190,1,512,513
380,2,190,1,1215,1216
380,2,190,243,1805,2048
380,5,76,1,512,513
380,5,76,1024,2187,3211
388,1,388,125,291,416
388,1,388,1,485,486
388,1,388,5,507,512
388,1,388,27,485,512
388,1,388,1,624,625
388,1,388,1,675,676
388,1,388,104,625,729
388,1,388,10,2187,2197
388,1,388,256,6305,6561
388,1,388,3159,6250,9409
388,1,388,4225,5184,9409
388,1,388,6591,9409,16000
388,1,388,9,16384,16393
388,1,388,768,15625,16393
388,1,388,625,27936,28561
388,1,388,7857,32768,40625
390,1,390,49,351,400
390,1,390,13,392,405
390,1,390,25,416,441
390,1,390,125,343,468
390,1,390,7,500,507
390,1,390,5,507,512
390,1,390,169,343,512
390,1,390,13,512,525
390,1,390,1,624,625
390,1,390,49,576,625
390,1,390,12,625,637
390,1,390,125,512,637
390,1,390,3,637,640
390,1,390,1,675,676
390,1,390,1,728,729
390,1,390,104,625,729
390,1,390,169,560,729
390,1,390,49,975,1024
390,1,390,5,1024,1029
390,1,390,32,1183,1215
390,1,390,625,896,1521
390,1,390,729,896,1625
390,1,390,13,1715,1728
390,1,390,10,2187,2197
390,1,390,405,1792,2197
390,1,390,972,1225,2197
390,1,390,8,2197,2205
390,1,390,1,2400,2401
390,1,390,875,2197,3072
390,1,390,1,4095,4096
390,1,390,256,3969,4225
390,1,390,1,4374,4375
390,1,390,2401,4160,6561
390,1,390,1183,8192,9375
390,1,390,9,10976,10985
390,1,390,1625,16807,18432
390,1,390,243,21632,21875
390,3,130,11,405,416
390,3,130,5,507,512
390,3,130,1,624,625
390,3,130,1,675,676
390,3,130,25,704,729
390,3,130,104,625,729
390,3,130,143,625,768
390,3,130,65,1024,1089
390,3,130,81,1250,1331
390,3,130,486,845,1331
390,3,130,351,1024,1375
390,3,130,169,1331,1500
390,3,130,27,1573,1600
390,3,130,16,1859,1875
390,3,130,10,2187,2197
390,3,130,3,2197,2200
390,3,130,13,2187,2200
390,3,130,363,2197,2560
390,3,130,625,2048,2673
390,3,130,1,4224,4225
390,3,130,64,6591,6655
390,3,130,1,6655,6656
390,3,130,16,14625,14641
390,3,130,1936,13689,15625
390,5,78,5,507,512
390,5,78,1,624,625
390,5,78,1,675,676
390,5,78,104,625,729
390,5,78,10,2187,2197
390,15,26,169,343,512
392,2,196,27,512,539
392,2,196,8,1323,1331
392,14,28,49,576,625
392,14,28,5,1024,1029
392,14,28,1,2400,2401
396,1,396,2,2187,2189
396,2,198,25,704,729
396,2,198,81,1250,1331
396,2,198,625,2048,2673
396,3,132,8,729,737
396,3,132,1331,4096,5427
396,6,66,1,1088,1089
396,6,66,243,1088,1331
396,6,66,9,2048,2057
396,6,66,11,2176,2187
396,11,36,1,512,513
400,1,400,512,1675,2187
400,4,100,81,544,625
400,4,100,125,2187,2312
400,5,80,1,1024,1025
400,10,40,49,576,625
400,10,40,5,1024,1029
400,10,40,1,2400,2401
400,10,40,1,4374,4375
406,1,406,116,343,459
406,1,406,203,256,459
406,1,406,7,486,493
406,1,406,1,783,784
406,1,406,8,833,841
406,1,406,112,729,841
406,1,406,29,867,896
406,1,406,1024,1377,2401
406,1,406,1,5831,5832
406,1,406,289,6272,6561
406,1,406,189,8192,8381
406,1,406,14297,16807,31104
406,7,58,4,725,729
406,7,58,216,625,841
408,1,408,41,384,425
408,1,408,41,459,500
408,1,408,81,544,625
408,1,408,256,369,625
408,1,408,72,625,697
408,1,408,32,697,729
408,1,408,1,1024,1025
408,1,408,81,1600,1681
408,1,408,125,2187,2312
408,1,408,41,2560,2601
408,1,408,1025,3888,4913
408,1,408,1,6560,6561
408,2,204,1648,4913,6561
408,3,136,17,512,529
408,6,68,25,2023,2048
410,1,410,1,1024,1025
414,1,414,81,2116,2197
414,1,414,1,3887,3888
414,1,414,1,12167,12168
414,3,138,4,525,529
414,3,138,25,504,529
414,3,138,49,480,529
414,3,138,81,448,529
414,3,138,8,567,575
414,3,138,63,512,575
414,3,138,1,575,576
414,3,138,4,621,625
414,3,138,49,576,625
414,3,138,96,529,625
414,3,138,184,441,625
414,3,138,23,625,648
414,3,138,200,529,729
414,3,138,1,735,736
414,3,138,7,729,736
414,3,138,5,1024,1029
414,3,138,500,529,1029
414,3,138,2,1125,1127
414,3,138,25,1127,1152
414,3,138,529,686,1215
414,3,138,128,1587,1715
414,3,138,243,1472,1715
414,3,138,23,2025,2048
414,3,138,1,2400,2401
414,3,138,1,2645,2646
414,3,138,49,3125,3174
414,3,138,256,3125,3381
414,3,138,1,4374,4375
414,3,138,161,6400,6561
414,3,138,2401,9375,11776
414,3,138,162,12005,12167
416,2,208,25,416,441
416,2,208,125,343,468
416,2,208,7,500,507
416,2,208,5,507,512
416,2,208,169,343,512
416,2,208,13,512,525
416,2,208,1,624,625
416,2,208,49,576,625
416,2,208,12,625,637
416,2,208,125,512,637
416,2,208,3,637,640
416,2,208,1,675,676
416,2,208,1,728,729
416,2,208,104,625,729
416,2,208,169,560,729
416,2,208,49,975,1024
416,2,208,5,1024,1029
416,2,208,32,1183,1215
416,2,208,625,896,1521
416,2,208,729,896,1625
416,2,208,13,1715,1728
416,2,208,10,2187,2197
416,2,208,405,1792,2197
416,2,208,972,1225,2197
416,2,208,8,2197,2205
416,2,208,1,2400,2401
416,2,208,875,2197,3072
416,2,208,1,4095,4096
416,2,208,256,3969,4225
416,2,208,1,4374,4375
416,2,208,2401,4160,6561
416,2,208,1183,8192,9375
416,2,208,9,10976,10985
416,2,208,1625,16807,18432
416,2,208,243,21632,21875
416,16,26,169,343,512
418,1,418,1,440,441
418,1,418,80,361,441
418,1,418,121,320,441
418,1,418,27,448,475
418,1,418,112,363,475
418,1,418,132,343,475
418,1,418,9,475,484
418,1,418,11,475,486
418,1,418,125,361,486
418,1,418,152,343,495
418,1,418,1,512,513
418,1,418,121,392,513
418,1,418,128,385,513
418,1,418,27,512,539
418,1,418,64,475,539
418,1,418,1,539,540
418,1,418,189,361,550
418,1,418,55,512,567
418,1,418,38,567,605
418,1,418,3,605,608
418,1,418,245,363,608
418,1,418,9,616,625
418,1,418,49,576,625
418,1,418,112,513,625
418,1,418,121,504,625
418,1,418,264,361,625
418,1,418,2,625,627
418,1,418,297,343,640
418,1,418,11,675,686
418,1,418,81,605,686
418,1,418,343,361,704
418,1,418,7,722,729
418,1,418,25,704,729
418,1,418,64,665,729
418,1,418,121,608,729
418,1,418,190,539,729
418,1,418,245,484,729
418,1,418,55,729,784
418,1,418,125,722,847
418,1,418,361,486,847
418,1,418,8,847,855
418,1,418,343,512,855
418,1,418,11,864,875
418,1,418,171,704,875
418,1,418,363,512,875
418,1,418,16,875,891
418,1,418,266,625,891
418,1,418,5,891,896
418,1,418,361,539,900
418,1,418,40,891,931
418,1,418,121,810,931
418,1,418,256,675,931
418,1,418,343,625,968
