r,a,b,n,s,c,f,m
5,1,80,81,13,1,80,81
5,1,80,81,17,1,80,81
5,1,80,81,19,1,80,81
5,1,80,81,23,1,80,81
5,1,80,81,29,1,80,81
5,1,80,81,31,1,80,81
5,1,80,81,37,1,80,81
5,1,80,81,41,1,80,81
5,1,80,81,43,1,80,81
5,1,80,81,47,1,80,81
5,1,80,81,53,1,80,81
5,1,80,81,59,1,80,81
5,1,80,81,61,1,80,81
5,1,80,81,67,1,80,81
5,1,80,81,71,1,80,81
5,1,80,81,73,1,80,81
5,1,80,81,79,1,80,81
5,1,80,81,83,1,80,81
5,1,224,225,31,1,224,225
5,1,224,225,37,1,224,225
5,1,224,225,41,1,224,225
5,1,224,225,43,1,224,225
5,1,224,225,47,1,224,225
5,1,224,225,53,1,224,225
5,1,224,225,59,1,224,225
5,1,224,225,61,1,224,225
5,1,224,225,67,1,224,225
5,1,224,225,71,1,224,225
5,1,224,225,73,1,224,225
5,1,224,225,79,1,224,225
5,1,224,225,83,1,224,225
5,1,224,225,89,1,224,225
5,1,224,225,97,1,224,225
5,1,224,225,101,1,224,225
5,1,224,225,103,1,224,225
5,1,224,225,107,1,224,225
5,1,224,225,109,1,224,225
5,1,224,225,113,1,224,225
5,1,242,243,29,1,242,243
5,1,242,243,31,1,242,243
5,1,242,243,37,1,242,243
5,1,242,243,41,1,242,243
5,1,242,243,43,1,242,243
5,1,242,243,47,1,242,243
5,1,242,243,53,1,242,243
5,1,242,243,59,1,242,243
5,1,242,243,61,1,242,243
5,1,242,243,67,1,242,243
5,1,242,243,71,1,242,243
5,1,242,243,73,1,242,243
5,1,242,243,79,1,242,243
5,1,242,243,83,1,242,243
5,1,242,243,89,1,242,243
5,1,242,243,97,1,242,243
5,1,242,243,101,1,242,243
5,1,242,243,103,1,242,243
5,1,242,243,107,1,242,243
5,1,242,243,109,1,242,243
5,1,242,243,113,1,242,243
5,1,288,289,37,1,288,289
5,1,288,289,41,1,288,289
5,1,288,289,43,1,288,289
5,1,288,289,47,1,288,289
5,1,288,289,53,1,288,289
5,1,288,289,59,1,288,289
5,1,288,289,61,1,288,289
5,1,288,289,67,1,288,289
5,1,288,289,71,1,288,289
5,1,288,289,73,1,288,289
5,1,288,289,79,1,288,289
5,1,512,513,41,1,512,513
5,1,512,513,43,1,512,513
5,1,512,513,47,1,512,513
5,1,512,513,79,1,512,513
5,1,512,513,83,1,512,513
5,1,512,513,89,1,512,513
5,1,512,513,97,1,512,513
5,1,512,513,101,1,512,513
5,1,512,513,103,1,512,513
5,1,575,576,97,1,575,576
5,1,575,576,101,1,575,576
5,1,575,576,103,1,575,576
5,1,575,576,107,1,575,576
5,1,575,576,109,1,575,576
5,1,624,625,83,1,624,625
5,169,343,512,29,169,343,512
5,169,343,512,31,169,343,512
6,1,80,81,13,1,80,81
6,1,80,81,17,1,80,81
6,1,80,81,19,1,80,81
6,1,80,81,23,1,80,81
6,1,80,81,29,1,80,81
6,1,80,81,31,1,80,81
6,1,80,81,37,1,80,81
6,1,80,81,41,1,80,81
6,1,80,81,43,1,80,81
6,1,80,81,47,1,80,81
6,1,80,81,53,1,80,81
6,1,80,81,59,1,80,81
6,1,80,81,61,1,80,81
6,1,80,81,67,1,80,81
6,1,80,81,71,1,80,81
6,1,80,81,73,1,80,81
6,1,80,81,79,1,80,81
6,1,80,81,83,1,80,81
6,1,80,81,89,1,80,81
6,1,80,81,97,1,80,81
6,1,80,81,101,1,80,81
6,1,80,81,103,1,80,81
6,1,224,225,31,1,224,225
6,1,224,225,37,1,224,225
6,1,224,225,41,1,224,225
6,1,224,225,43,1,224,225
6,1,224,225,47,1,224,225
6,1,224,225,53,1,224,225
6,1,224,225,59,1,224,225
6,1,224,225,61,1,224,225
6,1,224,225,67,1,224,225
6,1,224,225,71,1,224,225
6,1,224,225,73,1,224,225
6,1,224,225,79,1,224,225
6,1,224,225,83,1,224,225
6,1,224,225,89,1,224,225
6,1,224,225,97,1,224,225
6,1,224,225,101,1,224,225
6,1,224,225,103,1,224,225
6,1,242,243,29,1,242,243
6,1,242,243,31,1,242,243
6,1,242,243,37,1,242,243
6,1,242,243,41,1,242,243
6,1,242,243,43,1,242,243
6,1,242,243,47,1,242,243
6,1,242,243,53,1,242,243
6,1,242,243,59,1,242,243
6,1,242,243,61,1,242,243
6,1,242,243,67,1,242,243
6,1,242,243,71,1,242,243
6,1,242,243,73,1,242,243
6,1,288,289,37,1,288,289
6,1,288,289,41,1,288,289
6,1,288,289,43,1,288,289
6,1,288,289,47,1,288,289
6,1,288,289,53,1,288,289
6,1,288,289,59,1,288,289
6,1,288,289,61,1,288,289
6,1,288,289,67,1,288,289
6,1,288,289,71,1,288,289
6,1,288,289,73,1,288,289
6,1,288,289,79,1,288,289
6,1,288,289,83,1,288,289
6,1,288,289,89,1,288,289
6,1,288,289,97,1,288,289
6,1,512,513,41,1,512,513
6,1,512,513,43,1,512,513
6,1,512,513,47,1,512,513
6,1,512,513,53,1,512,513
6,1,512,513,79,1,512,513
6,1,512,513,83,1,512,513
6,1,512,513,89,1,512,513
6,1,512,513,97,1,512,513
6,1,512,513,101,1,512,513
6,1,512,513,103,1,512,513
6,1,512,513,107,1,512,513
6,1,512,513,109,1,512,513
6,1,512,513,113,1,512,513
6,1,575,576,97,1,575,576
6,1,575,576,101,1,575,576
6,1,575,576,103,1,575,576
6,1,575,576,107,1,575,576
6,1,575,576,109,1,575,576
6,1,575,576,113,1,575,576
6,1,575,576,127,1,575,576
6,1,575,576,131,1,575,576
6,1,624,625,83,1,624,625
6,1,624,625,89,1,624,625
6,1,624,625,97,1,624,625
6,1,624,625,101,1,624,625
6,1,624,625,103,1,624,625
6,1,675,676,83,1,675,676
6,1,675,676,89,1,675,676
6,169,343,512,29,169,343,512
6,169,343,512,31,169,343,512
6,169,343,512,37,169,343,512
6,169,343,512,41,169,343,512
7,1,8,9,11,1,8,9
7,1,8,9,13,1,8,9
7,1,8,9,17,1,8,9
7,1,8,9,19,1,8,9
7,1,8,9,23,1,8,9
7,1,8,9,29,1,8,9
7,1,8,9,31,1,8,9
7,1,8,9,37,1,8,9
7,1,8,9,41,1,8,9
7,1,8,9,43,1,8,9
7,1,8,9,47,1,8,9
7,1,8,9,53,1,8,9
7,1,8,9,59,1,8,9
7,1,8,9,61,1,8,9
7,1,80,81,13,1,80,81
7,1,80,81,17,1,80,81
7,1,80,81,19,1,80,81
7,1,80,81,23,1,80,81
7,1,80,81,29,1,80,81
7,1,80,81,31,1,80,81
7,1,80,81,37,1,80,81
7,1,80,81,41,1,80,81
7,1,80,81,43,1,80,81
7,1,80,81,47,1,80,81
7,1,80,81,53,1,80,81
7,1,80,81,59,1,80,81
7,1,80,81,61,1,80,81
7,1,80,81,67,1,80,81
7,1,80,81,71,1,80,81
7,1,80,81,73,1,80,81
7,1,80,81,79,1,80,81
7,1,80,81,83,1,80,81
7,1,80,81,89,1,80,81
7,1,80,81,97,1,80,81
7,1,80,81,101,1,80,81
7,1,80,81,103,1,80,81
7,1,80,81,107,1,80,81
7,1,80,81,109,1,80,81
7,1,80,81,113,1,80,81
7,1,224,225,31,1,224,225
7,1,224,225,37,1,224,225
7,1,224,225,41,1,224,225
7,1,224,225,43,1,224,225
7,1,224,225,47,1,224,225
7,1,224,225,53,1,224,225
7,1,224,225,59,1,224,225
7,1,224,225,61,1,224,225
7,1,224,225,67,1,224,225
7,1,224,225,71,1,224,225
7,1,224,225,73,1,224,225
7,1,224,225,79,1,224,225
7,1,224,225,83,1,224,225
7,1,224,225,89,1,224,225
7,1,224,225,97,1,224,225
7,1,224,225,101,1,224,225
7,1,224,225,103,1,224,225
7,1,224,225,107,1,224,225
7,1,224,225,109,1,224,225
7,1,224,225,113,1,224,225
7,1,242,243,29,1,242,243
7,1,242,243,31,1,242,243
7,1,242,243,37,1,242,243
7,1,242,243,41,1,242,243
7,1,242,243,43,1,242,243
7,1,242,243,47,1,242,243
7,1,242,243,53,1,242,243
7,1,242,243,59,1,242,243
7,1,242,243,61,1,242,243
7,1,242,243,67,1,242,243
7,1,242,243,71,1,242,243
7,1,242,243,73,1,242,243
7,1,242,243,79,1,242,243
7,1,242,243,83,1,242,243
7,1,288,289,37,1,288,289
7,1,288,289,41,1,288,289
7,1,288,289,43,1,288,289
7,1,288,289,47,1,288,289
7,1,288,289,53,1,288,289
7,1,288,289,59,1,288,289
7,1,288,289,61,1,288,289
7,1,288,289,67,1,288,289
7,1,288,289,71,1,288,289
7,1,288,289,73,1,288,289
7,1,288,289,79,1,288,289
7,1,288,289,83,1,288,289
7,1,288,289,89,1,288,289
7,1,288,289,97,1,288,289
7,1,288,289,101,1,288,289
7,1,288,289,103,1,288,289
7,1,288,289,107,1,288,289
7,1,288,289,109,1,288,289
7,1,288,289,113,1,288,289
7,1,512,513,41,1,512,513
7,1,512,513,43,1,512,513
7,1,512,513,47,1,512,513
7,1,512,513,53,1,512,513
7,1,512,513,59,1,512,513
7,1,512,513,61,1,512,513
7,1,512,513,67,1,512,513
7,1,624,625,83,1,624,625
7,1,624,625,89,1,624,625
7,1,624,625,97,1,624,625
7,1,624,625,101,1,624,625
7,1,624,625,103,1,624,625
7,1,624,625,107,1,624,625
7,1,624,625,109,1,624,625
7,1,624,625,113,1,624,625
7,1,675,676,83,1,675,676
7,1,675,676,89,1,675,676
7,1,675,676,97,1,675,676
7,1,675,676,101,1,675,676
7,1,675,676,103,1,675,676
7,1,675,676,107,1,675,676
7,1,675,676,109,1,675,676
7,1,675,676,113,1,675,676
8,1,242,243,29,1,242,243
8,1,242,243,31,1,242,243
8,1,242,243,37,1,242,243
8,1,242,243,41,1,242,243
8,1,242,243,43,1,242,243
8,1,242,243,47,1,242,243
8,1,242,243,53,1,242,243
8,1,242,243,59,1,242,243
8,1,242,243,61,1,242,243
8,1,242,243,67,1,242,243
8,1,242,243,71,1,242,243
8,1,242,243,73,1,242,243
8,1,242,243,79,1,242,243
8,1,242,243,83,1,242,243
8,1,242,243,89,1,242,243
8,1,242,243,97,1,242,243
8,1,242,243,101,1,242,243
8,1,288,289,37,1,288,289
8,1,288,289,41,1,288,289
8,1,288,289,43,1,288,289
8,1,288,289,47,1,288,289
8,1,288,289,53,1,288,289
8,1,288,289,59,1,288,289
8,1,288,289,61,1,288,289
8,1,288,289,67,1,288,289
8,1,288,289,71,1,288,289
8,1,288,289,73,1,288,289
8,1,288,289,79,1,288,289
8,1,288,289,83,1,288,289
8,1,288,289,89,1,288,289
8,1,288,289,97,1,288,289
8,1,288,289,101,1,288,289
8,1,288,289,103,1,288,289
8,1,288,289,107,1,288,289
8,1,288,289,109,1,288,289
8,1,288,289,113,1,288,289
8,1,288,289,127,1,288,289
8,1,288,289,131,1,288,289
8,1,512,513,41,1,512,513
8,1,512,513,43,1,512,513
8,1,512,513,47,1,512,513
8,1,512,513,53,1,512,513
8,1,512,513,59,1,512,513
8,1,512,513,61,1,512,513
8,1,512,513,67,1,512,513
8,1,512,513,71,1,512,513
8,1,512,513,73,1,512,513
8,1,675,676,83,1,675,676
8,1,675,676,89,1,675,676
8,1,675,676,97,1,675,676
8,1,675,676,101,1,675,676
8,1,675,676,103,1,675,676
8,1,675,676,107,1,675,676
8,1,675,676,109,1,675,676
8,1,675,676,113,1,675,676
8,1,675,676,127,1,675,676
8,1,960,961,67,1,960,961
8,1,1024,1025,83,1,1024,1025
9,1,242,243,29,1,242,243
9,1,242,243,31,1,242,243
9,1,242,243,37,1,242,243
9,1,242,243,41,1,242,243
9,1,242,243,43,1,242,243
9,1,242,243,47,1,242,243
9,1,242,243,53,1,242,243
9,1,242,243,59,1,242,243
9,1,242,243,61,1,242,243
9,1,242,243,67,1,242,243
9,1,242,243,71,1,242,243
9,1,242,243,73,1,242,243
9,1,242,243,79,1,242,243
9,1,242,243,83,1,242,243
9,1,242,243,89,1,242,243
9,1,242,243,97,1,242,243
9,1,242,243,101,1,242,243
9,1,242,243,103,1,242,243
9,1,242,243,107,1,242,243
9,1,242,243,109,1,242,243
9,1,242,243,113,1,242,243
9,1,512,513,41,1,512,513
9,1,512,513,43,1,512,513
9,1,512,513,47,1,512,513
9,1,512,513,53,1,512,513
9,1,512,513,59,1,512,513
9,1,512,513,61,1,512,513
9,1,512,513,67,1,512,513
9,1,512,513,71,1,512,513
9,1,512,513,73,1,512,513
9,1,512,513,79,1,512,513
9,1,512,513,83,1,512,513
9,1,960,961,67,1,960,961
9,1,960,961,71,1,960,961
9,1,960,961,73,1,960,961
9,1,1024,1025,83,1,1024,1025
9,1,1024,1025,89,1,1024,1025
9,1,1024,1025,97,1,1024,1025
9,1,1088,1089,71,1,1088,1089
9,1,1088,1089,73,1,1088,1089
9,1,2400,2401,86,1,2400,2401
9,1,2400,2401,107,1,2400,2401
9,1,2400,2401,109,1,2400,2401
10,1,242,243,29,1,242,243
10,1,242,243,31,1,242,243
10,1,242,243,37,1,242,243
10,1,242,243,41,1,242,243
10,1,242,243,43,1,242,243
10,1,242,243,47,1,242,243
10,1,242,243,53,1,242,243
10,1,242,243,59,1,242,243
10,1,242,243,61,1,242,243
10,1,242,243,67,1,242,243
10,1,242,243,71,1,242,243
10,1,242,243,73,1,242,243
10,1,242,243,79,1,242,243
10,1,242,243,83,1,242,243
10,1,242,243,89,1,242,243
10,1,242,243,97,1,242,243
10,1,242,243,101,1,242,243
10,1,242,243,103,1,242,243
10,1,242,243,107,1,242,243
10,1,242,243,109,1,242,243
10,1,242,243,113,1,242,243
10,1,512,513,41,1,512,513
10,1,512,513,43,1,512,513
10,1,512,513,47,1,512,513
10,1,512,513,53,1,512,513
10,1,512,513,59,1,512,513
10,1,512,513,61,1,512,513
10,1,512,513,67,1,512,513
10,1,512,513,71,1,512,513
10,1,512,513,73,1,512,513
10,1,512,513,79,1,512,513
10,1,512,513,83,1,512,513
10,1,512,513,89,1,512,513
10,1,512,513,97,1,512,513
10,1,960,961,67,1,960,961
10,1,960,961,71,1,960,961
10,1,960,961,73,1,960,961
10,1,960,961,79,1,960,961
10,1,960,961,83,1,960,961
10,1,1024,1025,83,1,1024,1025
10,1,1024,1025,89,1,1024,1025
10,1,1024,1025,97,1,1024,1025
10,1,1024,1025,101,1,1024,1025
10,1,1024,1025,103,1,1024,1025
10,1,1024,1025,107,1,1024,1025
10,1,1024,1025,109,1,1024,1025
10,1,1088,1089,71,1,1088,1089
10,1,1088,1089,73,1,1088,1089
10,1,1088,1089,79,1,1088,1089
10,1,1088,1089,83,1,1088,1089
10,1,2400,2401,37,1,2400,2401
10,1,2400,2401,89,1,2400,2401
10,1,2400,2401,93,1,2400,2401
10,1,2400,2401,97,1,2400,2401
10,1,2400,2401,101,1,2400,2401
10,1,2400,2401,103,1,2400,2401
10,1,2400,2401,107,1,2400,2401
10,1,2400,2401,109,1,2400,2401
10,1,2400,2401,111,1,2400,2401
10,1,2400,2401,113,1,2400,2401
10,1,2400,2401,127,1,2400,2401
10,1,2400,2401,131,1,2400,2401
10,1,2400,2401,137,1,2400,2401
11,1,8,9,13,1,8,9
11,1,8,9,17,1,8,9
11,1,8,9,19,1,8,9
11,1,8,9,23,1,8,9
11,1,8,9,29,1,8,9
11,1,8,9,31,1,8,9
11,1,8,9,37,1,8,9
11,1,8,9,41,1,8,9
11,1,8,9,43,1,8,9
11,1,8,9,47,1,8,9
11,1,8,9,49,1,8,9
11,1,8,9,53,1,8,9
11,1,8,9,59,1,8,9
11,1,8,9,61,1,8,9
11,1,512,513,41,1,512,513
11,1,512,513,43,1,512,513
11,1,512,513,47,1,512,513
11,1,512,513,53,1,512,513
11,1,512,513,59,1,512,513
11,1,512,513,61,1,512,513
11,1,512,513,67,1,512,513
11,1,512,513,71,1,512,513
11,1,512,513,73,1,512,513
11,1,512,513,79,1,512,513
11,1,512,513,83,1,512,513
11,1,512,513,89,1,512,513
11,1,512,513,97,1,512,513
11,1,512,513,101,1,512,513
11,1,512,513,103,1,512,513
11,1,512,513,107,1,512,513
11,1,960,961,67,1,960,961
11,1,960,961,71,1,960,961
11,1,960,961,73,1,960,961
11,1,960,961,79,1,960,961
11,1,960,961,83,1,960,961
11,1,960,961,89,1,960,961
11,1,1024,1025,83,1,1024,1025
11,1,1024,1025,89,1,1024,1025
11,1,1024,1025,97,1,1024,1025
11,1,1024,1025,101,1,1024,1025
11,1,1024,1025,103,1,1024,1025
11,1,1024,1025,107,1,1024,1025
11,1,1024,1025,109,1,1024,1025
11,1,1024,1025,113,1,1024,1025
11,1,1088,1089,71,1,1088,1089
11,1,1088,1089,73,1,1088,1089
11,1,1088,1089,79,1,1088,1089
11,1,1088,1089,83,1,1088,1089
11,1,1088,1089,89,1,1088,1089
11,1,2400,2401,86,1,2400,2401
11,1,2400,2401,89,1,2400,2401
11,1,2400,2401,93,1,2400,2401
11,1,2400,2401,94,1,2400,2401
11,1,2400,2401,97,1,2400,2401
11,1,2400,2401,101,1,2400,2401
11,1,2400,2401,103,1,2400,2401
11,1,2400,2401,106,1,2400,2401
11,1,2400,2401,107,1,2400,2401
11,1,2400,2401,109,1,2400,2401
11,1,2400,2401,113,1,2400,2401
11,1,2400,2401,127,1,2400,2401
11,1,2400,2401,131,1,2400,2401
12,1,512,513,41,1,512,513
12,1,512,513,43,1,512,513
12,1,512,513,47,1,512,513
12,1,512,513,53,1,512,513
12,1,512,513,59,1,512,513
12,1,512,513,61,1,512,513
12,1,512,513,67,1,512,513
12,1,512,513,71,1,512,513
12,1,512,513,73,1,512,513
12,1,512,513,79,1,512,513
12,1,512,513,83,1,512,513
12,1,512,513,89,1,512,513
12,1,512,513,97,1,512,513
12,1,512,513,101,1,512,513
12,1,512,513,103,1,512,513
12,1,512,513,107,1,512,513
12,1,512,513,109,1,512,513
12,1,512,513,113,1,512,513
12,1,960,961,67,1,960,961
12,1,960,961,71,1,960,961
12,1,960,961,73,1,960,961
12,1,960,961,79,1,960,961
12,1,960,961,83,1,960,961
12,1,960,961,89,1,960,961
12,1,960,961,97,1,960,961
12,1,960,961,101,1,960,961
12,1,960,961,103,1,960,961
12,1,1024,1025,83,1,1024,1025
12,1,1024,1025,89,1,1024,1025
12,1,1024,1025,97,1,1024,1025
12,1,1024,1025,101,1,1024,1025
12,1,1024,1025,103,1,1024,1025
12,1,1024,1025,107,1,1024,1025
12,1,1024,1025,109,1,1024,1025
12,1,1024,1025,113,1,1024,1025
12,1,1024,1025,127,1,1024,1025
12,1,1024,1025,131,1,1024,1025
12,1,1088,1089,71,1,1088,1089
12,1,1088,1089,73,1,1088,1089
12,1,1088,1089,79,1,1088,1089
12,1,1088,1089,83,1,1088,1089
12,1,1088,1089,89,1,1088,1089
12,1,1088,1089,97,1,1088,1089
12,1,1088,1089,101,1,1088,1089
12,1,2400,2401,37,1,2400,2401
12,1,2400,2401,41,1,2400,2401
12,1,2400,2401,43,1,2400,2401
12,1,2400,2401,47,1,2400,2401
12,1,2400,2401,89,1,2400,2401
12,1,2400,2401,97,1,2400,2401
12,1,2400,2401,101,1,2400,2401
12,1,2400,2401,103,1,2400,2401
12,1,2400,2401,107,1,2400,2401
12,1,2400,2401,109,1,2400,2401
12,1,2400,2401,113,1,2400,2401
13,1,8,9,17,1,8,9
13,1,8,9,19,1,8,9
13,1,8,9,23,1,8,9
13,1,8,9,29,1,8,9
13,1,8,9,31,1,8,9
13,1,8,9,37,1,8,9
13,1,8,9,41,1,8,9
13,1,8,9,43,1,8,9
13,1,8,9,47,1,8,9
13,1,8,9,49,1,8,9
13,1,8,9,53,1,8,9
13,1,8,9,59,1,8,9
13,1,8,9,61,1,8,9
13,1,15,16,17,1,15,16
13,1,15,16,19,1,15,16
13,1,15,16,23,1,15,16
13,1,15,16,29,1,15,16
13,1,15,16,31,1,15,16
13,1,15,16,37,1,15,16
13,1,15,16,41,1,15,16
13,1,15,16,43,1,15,16
13,1,15,16,47,1,15,16
13,1,15,16,53,1,15,16
13,1,15,16,59,1,15,16
13,1,15,16,61,1,15,16
13,1,15,16,67,1,15,16
13,1,15,16,71,1,15,16
13,1,15,16,73,1,15,16
13,1,15,16,79,1,15,16
13,1,15,16,83,1,15,16
13,1,24,25,17,1,24,25
13,1,24,25,19,1,24,25
13,1,24,25,23,1,24,25
13,1,24,25,29,1,24,25
13,1,24,25,31,1,24,25
13,1,24,25,34,1,24,25
13,1,24,25,37,1,24,25
13,1,24,25,38,1,24,25
13,1,24,25,41,1,24,25
13,1,24,25,43,1,24,25
13,1,24,25,46,1,24,25
13,1,24,25,47,1,24,25
13,1,24,25,53,1,24,25
13,1,24,25,58,1,24,25
13,1,24,25,59,1,24,25
13,1,24,25,61,1,24,25
13,1,24,25,62,1,24,25
13,1,24,25,67,1,24,25
13,1,24,25,71,1,24,25
13,1,24,25,73,1,24,25
13,1,24,25,74,1,24,25
13,1,24,25,79,1,24,25
13,1,24,25,82,1,24,25
13,1,24,25,83,1,24,25
13,1,24,25,86,1,24,25
13,1,24,25,89,1,24,25
13,1,24,25,94,1,24,25
13,1,24,25,97,1,24,25
13,1,24,25,101,1,24,25
13,1,24,25,103,1,24,25
13,1,24,25,106,1,24,25
13,1,24,25,107,1,24,25
13,1,24,25,109,1,24,25
13,1,80,81,17,1,80,81
13,1,80,81,19,1,80,81
13,1,80,81,23,1,80,81
13,1,80,81,29,1,80,81
13,1,80,81,31,1,80,81
13,1,80,81,34,1,80,81
13,1,80,81,37,1,80,81
13,1,80,81,38,1,80,81
13,1,80,81,41,1,80,81
13,1,80,81,43,1,80,81
13,1,80,81,46,1,80,81
13,1,80,81,47,1,80,81
13,1,80,81,51,1,80,81
13,1,80,81,53,1,80,81
13,1,80,81,57,1,80,81
13,1,80,81,58,1,80,81
13,1,80,81,59,1,80,81
13,1,80,81,61,1,80,81
13,1,80,81,62,1,80,81
13,1,80,81,67,1,80,81
13,1,80,81,68,1,80,81
13,1,80,81,69,1,80,81
13,1,80,81,71,1,80,81
13,1,80,81,73,1,80,81
13,1,80,81,74,1,80,81
13,1,80,81,79,1,80,81
13,1,80,81,82,1,80,81
13,1,80,81,83,1,80,81
13,1,80,81,85,1,80,81
13,1,80,81,86,1,80,81
13,1,80,81,87,1,80,81
13,1,80,81,89,1,80,81
13,1,80,81,93,1,80,81
13,1,80,81,94,1,80,81
13,1,80,81,97,1,80,81
13,1,80,81,101,1,80,81
13,1,80,81,102,1,80,81
13,1,80,81,103,1,80,81
13,1,80,81,107,1,80,81
13,1,80,81,109,1,80,81
13,1,80,81,113,1,80,81
13,1,80,81,119,1,80,81
13,1,512,513,41,1,512,513
13,1,512,513,43,1,512,513
13,1,512,513,47,1,512,513
13,1,512,513,53,1,512,513
13,1,512,513,59,1,512,513
13,1,512,513,61,1,512,513
13,1,512,513,67,1,512,513
13,1,512,513,71,1,512,513
13,1,512,513,73,1,512,513
13,1,512,513,79,1,512,513
13,1,512,513,83,1,512,513
13,1,512,513,89,1,512,513
13,1,512,513,97,1,512,513
13,1,512,513,101,1,512,513
13,1,512,513,103,1,512,513
13,1,512,513,107,1,512,513
13,1,512,513,109,1,512,513
13,1,512,513,113,1,512,513
13,1,512,513,127,1,512,513
13,1,960,961,67,1,960,961
13,1,960,961,71,1,960,961
13,1,960,961,73,1,960,961
13,1,960,961,79,1,960,961
13,1,960,961,83,1,960,961
13,1,960,961,89,1,960,961
13,1,960,961,97,1,960,961
13,1,960,961,101,1,960,961
13,1,960,961,103,1,960,961
13,1,960,961,107,1,960,961
13,1,960,961,109,1,960,961
13,1,960,961,113,1,960,961
13,1,1088,1089,71,1,1088,1089
13,1,1088,1089,73,1,1088,1089
13,1,1088,1089,79,1,1088,1089
13,1,1088,1089,83,1,1088,1089
13,1,1088,1089,89,1,1088,1089
13,1,1088,1089,97,1,1088,1089
13,1,1088,1089,101,1,1088,1089
13,1,1088,1089,103,1,1088,1089
13,1,1088,1089,107,1,1088,1089
13,1,1088,1089,109,1,1088,1089
13,1,2400,2401,86,1,2400,2401
13,1,2400,2401,89,1,2400,2401
13,1,2400,2401,93,1,2400,2401
13,1,2400,2401,94,1,2400,2401
13,1,2400,2401,97,1,2400,2401
13,1,2400,2401,101,1,2400,2401
13,1,2400,2401,103,1,2400,2401
13,1,2400,2401,106,1,2400,2401
13,1,2400,2401,107,1,2400,2401
13,1,2400,2401,109,1,2400,2401
13,1,2400,2401,111,1,2400,2401
13,1,2400,2401,113,1,2400,2401
13,1,2400,2401,118,1,2400,2401
13,1,2400,2401,122,1,2400,2401
13,1,2400,2401,123,1,2400,2401
13,1,2400,2401,127,1,2400,2401
14,1,512,513,41,1,512,513
14,1,512,513,43,1,512,513
14,1,512,513,47,1,512,513
14,1,512,513,53,1,512,513
14,1,512,513,59,1,512,513
14,1,512,513,61,1,512,513
14,1,512,513,67,1,512,513
14,1,512,513,71,1,512,513
14,1,512,513,73,1,512,513
14,1,512,513,79,1,512,513
14,1,512,513,83,1,512,513
14,1,512,513,89,1,512,513
14,1,512,513,97,1,512,513
14,1,512,513,101,1,512,513
14,1,512,513,103,1,512,513
14,1,512,513,107,1,512,513
14,1,512,513,109,1,512,513
14,1,512,513,113,1,512,513
14,1,512,513,127,1,512,513
14,1,512,513,131,1,512,513
14,1,512,513,137,1,512,513
14,1,960,961,67,1,960,961
14,1,960,961,71,1,960,961
14,1,960,961,73,1,960,961
14,1,960,961,79,1,960,961
14,1,960,961,83,1,960,961
14,1,960,961,89,1,960,961
14,1,960,961,97,1,960,961
14,1,960,961,101,1,960,961
14,1,960,961,103,1,960,961
14,1,960,961,107,1,960,961
14,1,960,961,109,1,960,961
14,1,960,961,113,1,960,961
14,1,1088,1089,71,1,1088,1089
14,1,1088,1089,73,1,1088,1089
14,1,1088,1089,79,1,1088,1089
14,1,1088,1089,83,1,1088,1089
14,1,1088,1089,89,1,1088,1089
14,1,1088,1089,97,1,1088,1089
14,1,1088,1089,101,1,1088,1089
14,1,1088,1089,103,1,1088,1089
14,1,1088,1089,107,1,1088,1089
14,1,1088,1089,109,1,1088,1089
14,1,1088,1089,113,1,1088,1089
14,1,2400,2401,31,1,2400,2401
14,1,2400,2401,37,1,2400,2401
14,1,2400,2401,41,1,2400,2401
14,1,2400,2401,43,1,2400,2401
14,1,2400,2401,47,1,2400,2401
14,1,2400,2401,53,1,2400,2401
14,1,2400,2401,71,1,2400,2401
14,1,2400,2401,73,1,2400,2401
14,1,2400,2401,79,1,2400,2401
14,1,2400,2401,83,1,2400,2401
14,1,2400,2401,89,1,2400,2401
14,1,2400,2401,93,1,2400,2401
14,1,2400,2401,97,1,2400,2401
14,1,2400,2401,101,1,2400,2401
14,1,2400,2401,103,1,2400,2401
14,1,2400,2401,107,1,2400,2401
14,1,2400,2401,109,1,2400,2401
14,1,2400,2401,111,1,2400,2401
14,1,2400,2401,113,1,2400,2401
14,1,2400,2401,123,1,2400,2401
14,1,2400,2401,127,1,2400,2401
14,1,2400,2401,129,1,2400,2401
14,1,2400,2401,131,1,2400,2401
14,1,2400,2401,137,1,2400,2401
15,1,960,961,67,1,960,961
15,1,960,961,71,1,960,961
15,1,960,961,73,1,960,961
15,1,960,961,79,1,960,961
15,1,960,961,83,1,960,961
15,1,960,961,89,1,960,961
15,1,960,961,97,1,960,961
15,1,960,961,101,1,960,961
15,1,960,961,103,1,960,961
15,1,960,961,107,1,960,961
15,1,960,961,109,1,960,961
15,1,960,961,113,1,960,961
15,1,960,961,127,1,960,961
15,1,960,961,131,1,960,961
15,1,1088,1089,71,1,1088,1089
15,1,1088,1089,73,1,1088,1089
15,1,1088,1089,79,1,1088,1089
15,1,1088,1089,83,1,1088,1089
15,1,1088,1089,89,1,1088,1089
15,1,1088,1089,97,1,1088,1089
15,1,1088,1089,101,1,1088,1089
15,1,1088,1089,103,1,1088,1089
15,1,1088,1089,107,1,1088,1089
15,1,1088,1089,109,1,1088,1089
